ID_REF,Control_1,Control_2,Control_3,Control_4,SARA_Infected_1,SARA_Infected_2,SARA_Infected_3,SARA_Infected_4
202471_s_at,764.6,1005.6,1060,1314.3,988.7,1058.8,139.9,734.5
202474_s_at,1016.3,845.2,623.7,512.7,988.5,994.2,905.3,851.7
202475_at,711.6,1142,687.2,1128.1,924.6,1320.4,269.3,776.4
202481_at,532.9,368.2,390,443.5,370,107.2,232.6,147.6
202484_s_at,2286,2268.8,1460.3,1861.9,2118.4,2094.8,2332.8,5118.9
202488_s_at,1084.4,475.2,462.3,316.6,587.9,857,1536.2,566.5
202491_s_at,938.1,678.1,924.9,1153.3,619.7,329.6,442.6,279.5
202495_at,750.9,865.3,880.9,829.3,374.8,441.5,463.6,340.3
202496_at,243,341.6,297.3,423.9,196.3,207,67.9,397.7
202499_s_at,693.6,960.4,465.3,975,1518.7,1580.6,4402,4176.5
202501_at,2240.4,2196.6,1617.9,1363.6,1268.1,1373.6,1339.1,1110.9
202502_at,1263.7,1078.1,974.5,916.8,568.3,323.1,2098.8,167.8
202505_at,1892.6,2278.8,2283.2,1999.1,1833.8,1421.7,465.5,790
202506_at,769.9,481.3,614.5,520.4,378.4,284,273.4,157.4
202508_s_at,133.8,14.8,31.9,69,11.9,11.9,46.7,25
202510_s_at,1353.7,1281.5,2333.1,1968.9,1512.7,1346.3,612.2,1412.9
202513_s_at,718.8,588.2,774.3,633,668.1,623.5,570.5,672.2
202515_at,1072.7,672.2,808,877.3,561.6,643.2,893.2,512.5
202518_at,467,359.3,387.3,379.1,350.2,319.9,434.4,378.9
202520_s_at,1277.1,991.8,884.5,956,653,589.2,685.6,637.7
202521_at,1106.5,1146,1120.3,1218.6,995.9,699.8,1302.1,1099.3
202522_at,1371.7,1480.5,1487.1,1446.1,1056.9,972.7,2084.1,849.9
202527_s_at,567.5,616.6,519.1,643.2,215.2,193.7,93.2,144.2
202529_at,921.8,635,628.5,845.6,713.2,659.4,628.5,490
202531_at,1507.7,1840.9,2047.2,1681.8,2097.4,1312,20.5,1710.9
202532_s_at,237.6,165.4,158.2,221.1,280.9,167.1,265.6,154.9
202535_at,349.3,424.5,505.9,437.7,249.5,178,644.9,386.5
202539_s_at,329.8,375.3,460.4,346.3,226.6,269.9,336.3,149
202542_s_at,1221.2,1573.8,1381.3,1139.6,872.9,852.6,661.8,584.8
202544_at,963.7,1032.2,910.8,1009.7,775,574.6,3059.7,883
202546_at,1943.1,2443.5,3326.9,3372,3509.7,3198.2,133.4,3671.3
202548_s_at,787.6,581.5,760.8,897.2,447.7,329.8,448.3,650.6
202550_s_at,686.4,475.6,727.5,738.2,679,450.2,642.8,589.1
202557_at,291.2,439.6,227.8,339.3,195.5,126.6,336,11.3
202561_at,566.8,377.7,471.5,525.2,170.7,164.8,26,169.5
202565_s_at,522.9,361.9,478.4,489.2,392,554.4,1434.5,850.8
202567_at,800,1624.4,1103.3,1572.4,1295.9,1225.7,940.7,811.5
202569_s_at,435,336.4,426.9,398.1,369.1,220.9,325,250.9
202573_at,1420.1,1578.5,1307.1,1152.7,1187,879.2,1705.4,1315.1
202582_s_at,1255.7,1488.3,1422.3,1411.3,1185.9,786,5462,632.9
202584_at,470,499.3,560.9,626.1,346.8,262.8,447.6,277.6
202587_s_at,480.7,234.4,242.1,381.9,161.7,112.2,139.8,137.7
202589_at,485,857.9,843.8,298.9,1578.8,873.5,1951.8,640.3
202591_s_at,2014.2,1653.5,1821.5,1684.1,1394.6,989.8,654.3,669.6
202593_s_at,294.7,371.9,346,368,269.7,364.9,287.7,475.2
202596_at,1597.3,2525.1,2566.7,2337.9,3131.2,2149.4,2589.6,2708.4
202602_s_at,759.8,915.1,817.5,731.3,531.2,435.7,1352.6,304.1
202603_at,2716,3496.5,2963.2,2806.4,2385.2,1901.3,4363.6,2513.6
202605_at,862.9,885.9,1143,1370,1651.4,2001.9,2562.2,1705.4
202606_s_at,698,838.2,728.1,917.1,619.1,491.6,961.7,294.3
202611_s_at,302.6,303.8,274.2,274.8,113.2,168.4,188.7,87.7
202613_at,179,188,191.3,167.8,132.7,132.7,267.4,155.7
202614_at,474.4,600,617,738.8,448.7,346.3,497.6,296.4
202615_at,2039.4,862.1,875.2,1085.2,1770.7,1902.9,780,1319.1
202621_at,721.5,654.9,949.5,821.7,657.1,506.7,328.6,327.7
202622_s_at,324.2,185.9,306.4,281.6,401.8,480.5,486.5,340.3
202625_at,1811.9,2748.1,1849.9,1773.5,2511.1,3528,6610,3620.8
202630_at,236.1,299.4,304.2,354.4,145,173,211,113.3
202633_at,853.8,810.1,644.9,641,511,357.3,1078.6,616.4
202634_at,341.6,340.3,357.9,338.1,342.5,335.9,856.7,242
202641_at,264.4,286.4,300.9,319.6,399.2,370.1,143.6,289.2
202642_s_at,671.5,537.6,631.2,582.6,264.7,154.3,210.6,258.2
202644_s_at,2043.2,1762,1666,1880,1926.4,2687.3,1214,3574.7
202645_s_at,414.6,255.5,374.3,394.7,162.1,185.2,592.6,326
202646_s_at,2095.6,1412.2,2176,1737.7,1879.7,1611.6,1318.4,1828.7
202653_s_at,1124.3,1168.5,1046.9,1132.6,603.1,802.6,1560.6,769.7
202658_at,863.7,723.5,844.8,890.2,415,300.8,536.8,290
202659_at,724,1694.6,1435.7,1488.6,1918.2,1478.8,198.1,1813.9
202660_at,298.6,283.2,284.5,228.5,205.1,192.4,643.7,135.3
202664_at,2121.6,3278.5,2700.1,2374.9,1801,1358.3,4979.7,1235.7
202666_s_at,411.8,381.8,390.9,324.8,248.6,175.7,631.3,134.1
202670_at,1756.2,1522.5,2000.4,1553.8,1207.1,1241.4,1059.8,1338.2
202671_s_at,218.1,285.5,431.8,546.3,925.4,844.7,243,485.8
202673_at,1279.7,1798.6,1566.8,1541.5,951.8,1000.4,3212.3,579
202675_at,677.6,608.8,467.7,535.6,619.6,642.7,72.3,711
202678_at,878.6,1300.9,1065,915.3,972.9,884.1,1442.9,372
202679_at,1008.8,477.1,564.3,474.2,288.3,398.1,899.3,316.3
202680_at,577.3,511.2,485.6,442.1,343.3,504.8,302.8,462.6
202688_at,1602.9,5750.6,2598.6,2603.2,2439.8,4020.2,423.7,4995.5
202689_at,874.3,467.6,580.8,575.3,359.1,380.3,673.9,414
202690_s_at,1093.6,976.5,1069.4,1014.9,1177.6,959.9,637.6,455.9
202692_s_at,397.6,336.2,355.6,304.5,240.4,257.4,265.4,417.4
202693_s_at,1396.6,1921.2,2097.2,1834.2,626.2,525.3,839.4,532.4
202696_at,698.1,800.6,629.7,724,492,307.1,256.9,460.1
202697_at,350.3,598.1,574.7,648.6,531.5,360.5,454.1,396.8
202702_at,481.4,655.1,601.5,483.4,343.1,431.7,92.2,484
202703_at,666.1,609.1,675.3,752.8,455.7,544.3,452.2,232.1
202704_at,1273.5,1363.3,1111.4,1777.1,821.1,898.4,1871.9,1062
202705_at,107.5,114.6,89.9,62.3,396.8,219.1,144.6,203.7
202706_s_at,205,324.7,295,311.1,277.1,333.6,483.1,213.3
202708_s_at,303.6,541.4,303.9,546,698.7,1321.3,1220,748
202710_at,522.6,456.4,408.5,447,198.5,345.5,810.8,156.9
202716_at,518.4,380.8,466.7,292.1,721.9,493.6,424.1,564
202717_s_at,865.6,509.9,795.6,773.9,329.1,175,221.3,263.8
202722_s_at,285.1,271.5,303.4,260.9,232.7,108.6,328.4,102.5
202724_s_at,925.7,625.9,947.1,765.7,449.6,398.2,746.6,385.6
202725_at,677.2,470.9,406.6,358.9,446.3,515.8,203.1,483.8
202727_s_at,2377.2,2419.9,2767.5,3335.1,2372.4,2308.1,3583.4,3199.5
202731_at,901.1,1639.5,2234.8,1923.2,534.4,492.6,244.9,456.5
202735_at,451.9,707.6,440.1,382,831.8,738.1,973.8,577.8
202736_s_at,495.5,589,790.3,830.2,436.5,632.4,252.3,393.3
202739_s_at,441.6,453.3,547.7,505.1,472.6,629.8,603.1,413
202740_at,180.3,188.3,178.1,190.3,266.5,180.1,305.1,65.3
202742_s_at,1088.9,1115.4,1062.3,947.4,181.6,168.3,251.4,98.1
202745_at,471.2,578.4,472.5,414.4,278.8,342.9,260.1,249.4
202746_at,962,1767.1,1712.4,2159.6,503.7,490,1503.8,374.7
202748_at,1324.1,1893.6,1816.1,1198.5,2078.4,1900.1,3324.5,4443.6
202749_at,676.7,367.7,409.6,504.4,217.3,356.2,560.6,197
202762_at,347,351.3,324.8,326.6,327.9,317.7,425.8,215.2
202763_at,638,852.1,460.5,463.9,296.7,347.2,977,372.7
202764_at,354.1,394.6,351.6,336.4,444.9,340,404.2,194.2
202767_at,384.4,514.9,310.4,453.8,224,262.1,72.2,529
202769_at,921.5,1180.4,855.2,802.3,587.4,569.1,1830.9,704.9
202772_at,526.6,563.5,474.7,682.5,365.8,405,495.3,483.2
202774_s_at,648.3,307.9,401.2,390.8,620.2,574.3,592.1,255.9
202776_at,1334.4,796.7,854.8,945,889.6,796.2,1583.5,966.5
202777_at,1471.9,1398.4,1172.6,1306.7,1241.4,1269.9,1261.6,1214.9
202778_s_at,559.1,719.8,687.5,670.4,562.6,454.6,1076.9,232.2
202779_s_at,299.2,523.2,504.1,593.4,639.3,336.1,57.2,343.3
202781_s_at,418.2,553.3,621.7,630.9,327.7,292.2,83.9,349.3
202783_at,664.8,782.1,673.5,688.8,264.8,333.8,156.7,144.8
202786_at,430.7,550.1,402,471.6,230.3,234.1,922.2,141.1
202787_s_at,367.4,433.1,435.6,448.4,528.2,311.3,246.9,671.6
202794_at,391.9,519.6,502.4,459.5,451,378.1,232.5,313.5
202798_at,964.1,1134.3,924.5,1053.1,484.9,209.2,326.7,330.5
202803_s_at,5570.2,6282,8771,7005.7,6708.2,7599.2,979.9,13303.3
202804_at,787.3,652.1,890.2,848.5,697.7,578.6,1104.6,638.6
202810_at,1110.4,948.9,911.4,917.9,1029,1056.1,1235.5,712.6
202811_at,768.1,684.8,627.8,669.2,601.9,479.4,1566.5,549.9
202814_s_at,496.7,534.7,400.8,469.5,590.8,591.4,955,435.5
202816_s_at,411.5,547.3,411.7,378.6,200.2,237,394.3,179.4
202820_at,785.2,351.7,432,487.4,570.9,498.3,684.9,403.5
202822_at,1007.8,653.5,651.4,755.7,721.5,578.8,702.3,429
202824_s_at,1052.2,1141.4,1056.3,1001.3,1105.6,976.2,2231,820.6
202829_s_at,1254.8,1304.4,1325.3,1439.1,1187,1267.9,774.2,1279.3
202836_s_at,1231.1,1740.4,1512,1543,1999.5,1780.5,1648.5,984.4
202838_at,555.5,311.7,559.3,679.8,359.6,272.9,894.8,796.4
202839_s_at,110.2,279.4,261.6,339.7,366.6,190,13,290.5
202840_at,531,656.4,442.5,598.6,1079.9,1131.9,647.1,853.9
202842_s_at,1013.4,897,790,895.1,661,511.6,2161.5,538
202845_s_at,959,648,786.2,661,445.9,765.1,695.9,450.6
202846_s_at,689.1,647.1,520.3,629.8,679.8,724.4,549.1,445.1
202847_at,400.2,364.9,393.5,278.2,451.9,436.5,417.9,465.5
202850_at,738.4,619.5,771.8,658.8,741.2,595.1,672.2,306.8
202853_s_at,639.8,575.2,637.6,652.4,397.8,458.7,532.6,233.6
202854_at,1028.1,1047.5,1091.4,982.2,855.6,708.9,1162.7,596.8
202857_at,798.1,536.9,650.1,677.6,844.2,648.2,875.9,431.2
202862_at,110.3,98.1,128.2,145.2,141.7,181.1,92.9,184.1
202863_at,782.1,1200.8,754.7,842.2,410.1,674.2,1440.6,735
202868_s_at,960.3,882.7,603.3,546,680.6,511,506.6,617
202872_at,194.8,287.4,182,245,249.7,182.2,753.5,284.9
202876_s_at,618.6,430.1,341.8,416.4,803.9,1067.1,211.6,1582.1
202878_s_at,1558.2,1406.7,2080.8,2035.6,1568.4,2202.9,1906.1,1279.3
202880_s_at,2250.9,2608.3,2392.5,1738.5,1157.2,1584.1,506.7,1456.1
202886_s_at,234.9,223,203,240.4,188.1,189.4,208.6,200.2
202888_s_at,424.8,549.6,518.5,675.6,1054.5,986.9,524.2,2536.4
202891_at,716.5,729,509.4,652.4,523.8,583.7,430.2,673.6
202892_at,463.5,397.8,510.5,440.2,312.1,385.6,278.2,185.3
202896_s_at,491.4,279.5,309.7,557.8,728,710,563.5,732.1
202900_s_at,567.7,454.3,496.3,422.9,365.9,115.7,267,414.1
202902_s_at,5469.6,9507.8,8025.9,7520.5,7302.7,12128.8,1000.1,8031.1
202904_s_at,143.3,109.7,78.6,140,102.5,36.4,398.8,91.6
202907_s_at,1466.4,1110.6,991.2,1083.3,831.4,704.6,2652.9,774.8
202910_s_at,1109.9,1590.8,1549.8,1375,1498.9,1451.7,286.4,2187.9
202911_at,588.3,624,532.9,693.7,497.1,381.4,340.6,289.1
202917_s_at,17105.7,16219.3,16326,12615.1,45068.5,98870,97206.8,64303.3
202922_at,640.4,625.7,438.9,458.4,236.2,149.9,252,179.2
202924_s_at,239.4,249.3,231.5,215.1,319,339.5,329,465.3
202926_at,396.8,262,306.7,499.4,315.9,210.6,368.2,81.4
202929_s_at,193.2,437.8,589.7,721.6,534.1,401,618.9,551
202930_s_at,450.7,423.4,462,533.3,196.5,198.5,467,168.3
202933_s_at,220.4,172.4,89.1,106.2,17.6,32.4,610.1,62.9
202934_at,575.5,565.9,761.1,681.5,627.6,700.1,1539.7,507.7
202939_at,1493,1139,1063.7,1041.7,984.5,1394.7,1899.3,1132.7
202941_at,675.5,1090.1,1130.1,1194.1,1546.4,1600.4,487.6,1097.8
202943_s_at,530,873.5,863.4,865.5,762,968,693.2,1107.5
202945_at,648.2,448.2,372.2,478.3,502.1,336.4,381.1,327.1
202947_s_at,1465.6,1098.5,1012,1055,1037,1262.8,700.2,1690.4
202950_at,406.9,580.8,380.2,342.1,218.5,117.2,357.8,305.5
202951_at,3621.7,3577.9,3475.9,3322.8,1776.5,1745.9,1303.8,1573.2
202957_at,5246.3,4621.4,4722.1,5359.2,4655.5,4675.8,1195.8,6057.7
202958_at,544,308.3,408.6,409.4,278.9,605,238.2,516.4
202959_at,281.5,272.9,295.7,296.7,163,166.8,506.8,154.2
202961_s_at,2321.3,3508.8,3435.2,2743.4,3325.6,3449,6733.9,2535.8
202962_at,542.6,344.8,285.7,358,365.2,360.5,274.7,336.7
202963_at,826.9,1138.3,1032.5,725,484.2,377.7,924.4,417.3
202967_at,380.1,273.8,232.2,236,278,176.6,287.9,258.3
202969_at,660.6,583.4,536.1,524.2,259.6,285.9,226.5,141
202974_at,872.2,950.3,1004,966.8,1485.4,2121.8,186.6,1688.4
202979_s_at,632.5,513.9,547.9,684.7,145.6,81.6,108,63
202980_s_at,93.6,91.4,89.2,101.1,40.3,127.1,271.4,13.8
202983_at,699,510.7,700.1,676.5,418.7,163.4,527.8,155.5
202984_s_at,88.3,114,140.6,91.5,82.1,105.9,80.5,68.7
202990_at,392,384,494.8,634.7,1349.2,1444,802,2956.8
202995_s_at,124.8,126.3,71.4,129.9,161.3,181.8,378.4,46.3
203006_at,319,283.4,374.3,433.4,440.4,396.3,505.1,367.6
203008_x_at,1148.3,1004.9,844.5,1036.1,840.4,680.2,1073.3,338.1
203010_at,970.8,844,636.7,632.7,655.2,529.7,74.2,661.5
203011_at,1237.6,1224.4,828.9,1283,520.8,578.4,725.8,363.5
203013_at,209.8,338.8,231.1,228.4,210.8,224.1,233.7,242.7
203021_at,224.3,284.2,294.5,216.3,1920.8,1846.8,679.3,2159.3
203022_at,288.6,210.2,233.4,306.1,272.3,224.1,355.4,305.2
203031_s_at,171.9,240.8,316.1,269.7,320.2,231.9,111.6,285.1
203032_s_at,86.8,127.4,140.7,134,93,100.6,404.3,138.5
203034_s_at,18697.3,16921.2,16555.1,12823.3,28363,39663.8,6991.6,28746
203039_s_at,592.7,469.4,424.6,408.8,330.8,348,579.8,331
203040_s_at,504.1,228,396,367.9,436.8,346.4,130.7,395.1
203043_at,415.1,466.9,489.1,413.5,225.6,120.4,216.7,325.1
203046_s_at,372.1,114.3,89.2,104.5,332.6,211.1,585.3,221.8
203053_at,922.8,1074.5,825.1,777.4,900.1,985.2,1398.3,616.5
203054_s_at,865.2,496.7,592.8,560.2,522,557,919.6,615.6
203064_s_at,282.2,296.4,224.3,318.3,465.6,392,266.2,326.2
203067_at,412.6,225.9,342.6,404.9,345.2,279.6,412.2,146.9
203073_at,877.6,586.5,687.2,707.6,515.6,537.6,718.9,501.8
203075_at,719.7,978.9,997.5,1072.7,939.1,509.9,2127.2,561
203078_at,158.4,203.1,89.5,128.9,107.2,100.8,498.1,151.9
203080_s_at,835.3,459.8,596.5,516,395.2,182.6,797.6,296.3
203085_s_at,1392.6,1513.8,1817.1,1961.4,2039.5,2777.2,31.2,2061.1
203087_s_at,1160.5,1072.7,877.1,1152.2,771,670.4,1184.5,350.3
203090_at,596.8,525.3,606.3,586.7,675.8,711,187.8,1238.7
203095_at,321.7,467.3,533.6,573,298.4,155.1,449.7,422.3
203097_s_at,695.6,774.9,807.1,1003.3,841.2,585,1237.9,1048.5
203098_at,433.8,250.6,463.5,315,258.5,71.5,387.4,215.4
203102_s_at,401.7,927.1,665,640.3,431.7,565.7,1710.8,416.6
203103_s_at,1038.9,759,952,620.4,550.1,418.9,804,941.1
203104_at,1383.7,1420.6,1256.5,1257.7,1301.4,1178.1,251.2,2342.2
203105_s_at,400,297.1,390.5,350.8,254.1,224.9,608.5,224.5
203110_at,727.5,595.5,710.5,448.6,482,777.1,325.3,1069.8
203113_s_at,3125.8,4401.8,4837.7,4408.4,4896.1,3674.6,195.8,3061.7
203118_at,852.9,666.3,721.1,703.1,366.1,542,206.3,643.5
203120_at,303.6,367.2,343.9,327.8,274.4,189.4,358.9,341.6
203123_s_at,590.8,327,272.9,396.4,348.4,351.4,184.6,342.6
203132_at,648,600,627,612.1,445.3,396,2250.6,248.4
203133_at,1840.4,2626.3,2622.9,2654.3,3793.7,3486.2,4608.8,1696.9
203135_at,433.1,357.9,300.1,392.6,304.6,193,323,216.6
203136_at,943.9,1438.1,1297,1652.6,1776.1,1181.8,73.4,1245.7
203138_at,676,703.2,625,609.8,532.5,503.6,1081.4,345.9
203139_at,558,931.1,909.6,821.3,994.6,1135.8,949.5,1039.8
203140_at,1264.2,1143.1,1079,1127.9,2054.4,2085.8,3530,8324.2
203142_s_at,740,659.5,654.3,702.7,502,488.1,576.1,493.2
203145_at,229.5,173.7,175.2,185.5,238.6,257.7,462.8,134.2
203150_at,726.8,226.1,183.1,174.7,295.5,155.2,112.6,193.6
203152_at,591.9,396.7,500.8,394.8,523.7,504.7,240.9,567.4
203155_at,584.5,339.3,502.4,397.3,338.7,288.1,17.5,468.6
203156_at,2364.1,1488.1,1487,1542.3,588.4,564.7,743.5,441.9
203160_s_at,350.7,422.8,326.2,337.1,323.5,262.8,455.4,239.2
203162_s_at,462.8,335.5,431.7,529.4,369,404.5,648.7,610.2
203164_at,559,384.9,459.6,486.3,297.6,275.6,554.7,171.7
203166_at,658.4,369.2,439.8,485.4,513.4,428.8,1407.1,182.3
203175_at,1693.2,2171.2,2327.8,2537.6,2658.5,2865.4,889.5,5508.6
203179_at,403.8,316.2,394.9,494.6,195.9,320.6,22.5,259.9
203182_s_at,565.3,910.6,869.4,898,424.1,388.5,924.3,490.8
203183_s_at,346,166.8,174.2,234.1,172,122.1,241,208.8
203184_at,129.6,136.4,183.9,315.9,184.8,213.2,276.1,189.8
203185_at,1769.4,1324.8,1969.3,1555.2,1849.9,1597.7,1765.4,2419.9
203186_s_at,6887.3,9712.8,7629.2,7257.2,15279.6,15621,17123.5,29726.7
203187_at,496.9,176.8,221.4,226.2,288.7,183.4,470.6,250
203188_at,309.1,265.9,339.9,377.9,226,154.9,180.3,305
203190_at,518.5,447.5,639.5,656.5,923,553.7,678.2,685.3
203196_at,165.6,190.2,197.1,188.2,243.8,179.2,925.3,187.9
203200_s_at,575.8,533.7,613.5,468,576.6,379.3,1103.1,411.3
203202_at,367.5,367,367.2,373.6,228.7,239.4,641.5,107
203209_at,283.4,281.9,220.2,277.3,216.7,182.3,301.5,163.6
203213_at,63.8,110.1,65.3,86.2,246.4,148,501.1,66.1
203216_s_at,93,43.5,24.6,69.1,45.5,46.2,26.8,13.1
203218_at,675.9,563.7,484.6,588.1,396.1,344.8,1455.4,47.9
203221_at,666.6,424,315.6,425.6,334,257.1,427.3,505.9
203226_s_at,311.6,662.3,677.9,693.5,373.7,272.5,203.9,405
203229_s_at,1163.6,619.6,1297.1,859.5,156.4,406.4,230.6,494.7
203230_at,618.9,529.5,574.5,570.6,433.2,331.2,612,311.7
203232_s_at,740.8,699.3,644.5,680.3,498.2,411.1,934.8,446.5
203233_at,1288.8,746.8,821.7,715.5,866.5,938.6,198.1,2354
203236_s_at,590.4,688.8,399.8,467.1,557,920.3,574,436.9
203239_s_at,277.6,274.1,254.6,341.3,302.3,284.7,179,429.3
203241_at,546.7,509.1,480,380.4,360.7,269.8,685.8,397.6
203243_s_at,837.1,700.5,770.1,644,314.6,389.6,183.7,150.7
203244_at,283.4,198.2,350.7,391.6,346,253.2,660.7,221.2
203254_s_at,636.2,414.3,347.2,519,352.3,555.6,44,540.4
203258_at,433.7,769.8,829.2,626,559.4,674.9,139.2,613.5
203262_s_at,602.3,622,737.5,908.2,896.1,374.3,14.8,835
203266_s_at,411.3,392.8,385.7,381.7,365.9,267.7,569.5,364.8
203269_at,833.7,810,1022,774.7,684,581.2,1310.8,716.9
203274_at,1320.7,828.4,1011.2,1026.8,1022.1,1458.6,997.6,1494.6
203275_at,918.2,854.3,763.6,811.1,332.1,627.5,1171.7,630.9
203276_at,144.4,457,325.1,354.6,385.7,557.5,282.2,848.7
203282_at,497.5,402.4,401.9,543,735.7,342.3,2087.5,537.6
203284_s_at,246.4,282,269,370.9,141.3,113.3,719.6,113.7
203291_at,334.1,269.2,294.4,227.3,188.1,233.5,183.4,171
203292_s_at,681.4,458.3,522.8,565.1,665.1,600.3,437,589.5
203297_s_at,1226.8,879.1,987.1,1050.6,1530.6,1129.5,1296.5,1008.3
203301_s_at,1207,1448.1,1204.7,1089.5,512,317.7,1187.9,392.2
203302_at,1284.2,1006.3,854.5,932.7,517.8,379.5,1979.1,311.3
203303_at,997,1054.4,879.4,1419.9,810.6,523.5,975.3,532.1
203305_at,1736.5,1264,1822.6,2775.5,2817.5,4474.6,5279.2,2124.8
203306_s_at,946.6,1062.5,968.6,1293.6,960.1,749.3,1333.3,878.7
203307_at,304.7,231.1,301,350.8,259.9,438.9,423.8,178.2
203309_s_at,254.3,195.2,117.5,116.3,173.6,154.4,453.4,264.4
203310_at,1387.7,916.7,930,1089.9,494.3,453.3,1697.1,436.6
203313_s_at,356.2,250.8,295,429.9,154.2,173.5,200.6,235.1
203314_at,383.7,388.1,503.2,421.6,346.3,315.9,82.5,228.1
203316_s_at,2246.9,2317.5,2592.2,2285.3,2682.6,2400.8,7253.4,1228.9
203317_at,763.4,543,674.1,910.5,398.4,388.4,436.1,455.9
203319_s_at,103.8,211.6,202.8,189.9,295.4,205.2,256.8,160.4
203320_at,1401.3,1603.7,1330.6,1337.2,1090.6,1154.1,653.4,1102.4
203323_at,106.7,6.1,53.5,47.1,119.6,69.5,420.8,167.3
203332_s_at,1612.3,1921.5,2309.9,2564.6,1232.9,1289.8,133.3,1790.8
203333_at,571.6,450.5,382.9,426.8,267.7,194.8,427.2,135.2
203334_at,276.6,293.5,237.8,312.5,115.1,103.8,26.1,123.6
203335_at,331,204.2,231.8,288,208.7,271.7,993.9,246.3
203336_s_at,713.4,651.7,662.1,542.1,741.7,462.4,912,340.4
203338_at,503.7,578.4,515.2,525.7,499.8,325.7,351.1,278.9
203340_s_at,741.8,361.1,268.4,289.3,292.1,238.6,515.1,182
203341_at,387.1,573.6,531.1,344.4,294.8,310.4,892,254.8
203343_at,344.9,344.3,294.4,469.3,209.1,145.1,418.7,83.8
203344_s_at,477.3,534.2,466.7,338.9,472.6,280.7,867.7,449.3
203351_s_at,624.7,575.7,502.1,560.5,402.2,363.8,569.2,309.7
203353_s_at,712.6,1070.7,810.4,815.3,582.7,528,1111.5,530.3
203356_at,415,404.3,356.2,362,264.7,250.3,364,159.1
203358_s_at,178,235.3,233.2,243.3,232.8,177.2,244.3,166.2
203359_s_at,410.5,677.1,554.9,586.7,463.6,514.4,170.6,345.4
203362_s_at,105.2,239.2,219,196.3,205.5,176.4,571.2,73.5
203366_at,1153.7,876.8,580.2,666,668.7,666.6,881.3,622.1
203367_at,222.5,111.9,120.7,149.5,77.6,99.8,375,150.7
203371_s_at,1488.3,1299.3,1175,1062.9,1577.6,2010.4,2723.5,1585.7
203373_at,450.2,455.9,456.6,403.4,329.7,349.7,651,192.9
203375_s_at,469.2,1028.4,1217.5,999.5,439.4,541.2,1245.3,587.3
203376_at,988.4,1265.6,1303.1,1252.2,709.2,538.3,340,491.5
203378_at,559.8,719.5,879.7,686.2,299.8,166.3,460.8,348.6
203379_at,759.7,708.9,701.1,636.5,809.7,693.7,340.1,1660.2
203383_s_at,688.5,294.3,368,311.4,219.8,349.5,283.8,271.9
203385_at,1803.3,1086.4,1972.3,2083.4,784.9,771.7,301.3,974.6
203388_at,1830.7,1190.4,1741.6,2094.8,1306.2,1847.2,161.3,2633.4
203392_s_at,1258.7,2014.2,1795.7,2011.8,1048.6,796.8,212.4,752.4
203396_at,1482.5,2290.1,1962.3,1698.4,1999.7,1735.6,1894.9,1481.7
203397_s_at,426.7,422.6,378.3,281.2,146,83,434,190.1
203401_at,268.4,410.7,447.3,443.8,437.8,340.3,614.6,192.4
203402_at,227.2,606.4,757.9,778.6,589.1,647.5,573.9,631.1
203403_s_at,1989.2,1634.1,1364.3,1531.2,843,533.9,1066.7,382.3
203405_at,392.7,360,368.6,424.5,407.9,430.8,744.7,259
203406_at,1139.8,939.9,807.1,830.1,462.6,569.7,1081.2,614.1
203408_s_at,1911,1633.3,2110.3,1990.6,1748.3,1525.9,1432.6,1901.4
203409_at,253,516.4,321.6,210,281.8,247.1,128.1,386
203413_at,1182.5,1242.7,1645.7,1578.3,675.6,386.6,1000.6,546.1
203414_at,822.2,890.3,931.2,1601.1,3026.5,2680.5,3496.9,906.3
203415_at,811.7,967.1,928.7,995.5,689.8,700.4,495.1,960.7
203416_at,8893.5,8550.8,7420,6572.3,6639.5,8672,4292.1,15366.8
203420_at,1312.7,1341.7,1035.7,1248.7,888.4,790.3,2352,1222
203426_s_at,124.5,98.2,159.6,75.6,191.8,161.1,258.4,192.8
203429_s_at,1070.7,659.3,632.2,760.7,365,216.9,890.9,60.7
203430_at,845.7,886.2,1117.7,1228.7,1374.4,1331.8,1670.9,1650.3
203433_at,288,314.6,380.8,438,333.5,294.8,769.1,411.6
203437_at,300.1,312.1,350.1,372.2,440.6,631.7,290.1,468.8
203445_s_at,4098.2,2279.4,2767.8,2319.8,1913.7,1911.1,1185,1829.1
203447_at,529.9,595.8,668.3,585.2,416.4,342.5,636.5,367.3
203449_s_at,351.1,325.7,355.1,377.9,198.4,137.1,584.5,115.5
203455_s_at,4376.8,6465.8,4368.6,3291,7317.7,10475.7,32621.4,8491.9
203457_at,272.7,306.9,211.1,118.6,145.7,187.2,130.7,156.6
203459_s_at,871.1,636.3,609.3,769.1,678.6,645.7,315.5,682
203460_s_at,885.1,1031,928.7,889,662.7,930.3,141.8,1125.8
203461_at,196.2,122.5,175.6,159.4,183.5,185,307.1,124.5
203471_s_at,2756.9,2470.1,1921.3,1567.4,926.7,1479.4,1935.2,2825.3
203474_at,1381.1,1164.3,978.8,1211.7,833.8,692.9,1418.6,921.7
203484_at,965.1,2176.7,1646,1440.9,1943.5,1824.9,2183.7,973.1
203485_at,510.5,504.5,470,662.9,746,485.3,1091,249.2
203497_at,170.5,237.6,203.2,248.3,453.5,554.9,233,418.4
203498_at,264.7,92.8,73.2,88,159.2,139.5,231.8,74.6
